photo,Genre,sous genre,Espèce,sous espèce,species name,category,M/f/ND(0/1/2)
3645,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3646,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3647,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3648,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3649,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3650,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3651,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3652,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3653,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3654,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3655,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3656,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3657,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3658,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3659,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3660,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3661,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3662,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3663,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3664,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3665,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3666,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3667,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3668,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3669,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3670,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3671,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3672,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3673,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3674,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3675,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3676,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3677,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3678,Anopheles,Nyssorhynchus,darlingi,,Anopheles darlingi,140,2
3679,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3680,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3681,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3682,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3683,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3684,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3685,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3686,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3687,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3688,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3689,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3690,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3691,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3692,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3693,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3694,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3695,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3696,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3697,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3698,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3699,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3700,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3701,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3702,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3703,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3704,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3705,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3706,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3707,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3708,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3709,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3710,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3711,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3712,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3713,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3714,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3715,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3716,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3717,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3718,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3719,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3720,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3721,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3722,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3723,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3724,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3725,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3726,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3727,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3728,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3729,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3730,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3731,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3732,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3733,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3734,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3735,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3736,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3737,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3738,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3739,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3740,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3741,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3742,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3743,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3744,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3745,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3746,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3747,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3748,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3749,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3750,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3751,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3752,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3753,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3754,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3755,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3756,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3757,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3758,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3759,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3760,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3761,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3762,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3763,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3764,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3765,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3766,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3767,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3768,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3769,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3770,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3771,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3772,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3773,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3774,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3775,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3776,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3777,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3778,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3779,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3780,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3781,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3782,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3783,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3784,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3785,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3786,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3787,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3788,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3789,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3790,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3791,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3792,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3793,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3794,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3795,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3796,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3797,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3798,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3799,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3800,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3801,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3802,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3803,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3804,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3805,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3806,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3808,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3809,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3810,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3812,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3813,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3814,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3815,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3816,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3817,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3818,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3819,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3820,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3821,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3822,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3823,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3824,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3825,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3826,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3827,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3828,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3829,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3830,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3831,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3832,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3833,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3834,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3835,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3836,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3837,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3838,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3839,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3840,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3841,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3842,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3843,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3844,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3845,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3846,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3847,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
3848,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3849,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3850,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3811,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3852,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3853,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3854,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3855,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3856,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3857,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3858,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3859,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3860,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3861,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3862,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3863,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3864,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3865,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3866,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3867,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3868,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3869,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3870,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3871,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3872,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3873,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3874,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3875,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3876,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3877,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3878,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3879,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3880,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3881,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3882,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3883,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3884,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3885,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3886,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3887,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3888,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3889,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3890,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3891,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3892,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3893,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3894,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3895,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3896,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3897,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3898,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3899,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3900,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3901,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3902,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3903,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3904,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3905,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3906,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3907,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3908,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3909,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3910,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3911,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3912,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3913,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3914,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3915,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3916,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3917,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3918,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3919,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3920,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3921,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3922,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3923,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3924,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3925,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
3926,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3927,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3928,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3929,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3930,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3931,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3932,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3933,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3934,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3935,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3936,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3937,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3938,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3939,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3940,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3941,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3942,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3943,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3944,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3945,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3946,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3947,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3948,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3949,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3950,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3951,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3952,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3953,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3954,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3955,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3956,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3957,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3958,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3959,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3960,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3961,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3962,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
3963,Glossina,morsitans,Pallidipes,,Glossina pallidipes,58,1
