photo,species name,category,M/f/ND(0/1/2)
3232,Culex  quinquefaciatus,3,1
3233,Culex  quinquefaciatus,3,1
3234,Culex  quinquefaciatus,3,1
3235,Culex  quinquefaciatus,3,1
3236,Culex  quinquefaciatus,3,1
3237,Culex tritaeniorhynchus,29,0
3238,Culex tritaeniorhynchus,29,0
3239,Culex tritaeniorhynchus,29,0
3240,Culex tritaeniorhynchus,29,0
3241,Culex tritaeniorhynchus,29,0
3242,Culex tritaeniorhynchus,29,0
3243,Culex tritaeniorhynchus,29,0
3244,Culex tritaeniorhynchus,29,0
3245,Culex tritaeniorhynchus,29,0
3246,Culex tritaeniorhynchus,29,0
3247,Culex tritaeniorhynchus,29,0
3248,Culex tritaeniorhynchus,29,1
3249,Culex tritaeniorhynchus,29,1
3250,Culex tritaeniorhynchus,29,1
3251,Culex tritaeniorhynchus,29,1
3252,Culex tritaeniorhynchus,29,1
3253,Culex tritaeniorhynchus,29,1
3254,Culex tritaeniorhynchus,29,1
3255,Culex decens,122,1
3256,Culex decens,122,1
3257,Culex decens,122,1
3258,Culex decens,122,1
3259,Culex decens,122,1
3260,Culex decens,122,0
3261,Culex decens,122,0
3262,Culex decens,122,0
3263,Culex decens,122,0
3264,Culex insignis,123,0
3265,Culex insignis,123,0
3266,Culex insignis,123,0
3267,Culex insignis,123,0
3268,Culex insignis,123,0
3269,Culex insignis,123,0
3270,Culex insignis,123,0
3271,Culex insignis,123,0
3272,Culex insignis,123,1
3273,Culex insignis,123,1
3274,Culex insignis,123,1
3275,Culex insignis,123,1
3276,Culex insignis,123,1
3277,Culex insignis,123,1
3278,Culex insignis,123,1
3279,Culex insignis,123,1
3280,Culex insignis,123,1
3281,Culex insignis,123,1
3282,Culex insignis,123,0
3283,Orthopodomyia reunionensis,124,1
3284,Orthopodomyia reunionensis,124,1
3285,Orthopodomyia reunionensis,124,1
3286,Orthopodomyia reunionensis,124,1
3287,Orthopodomyia reunionensis,124,1
3288,Orthopodomyia reunionensis,124,1
3289,Orthopodomyia reunionensis,124,1
3290,Orthopodomyia reunionensis,124,1
3291,Orthopodomyia reunionensis,124,1
3292,Orthopodomyia reunionensis,124,1
3292,Orthopodomyia reunionensis,124,0
3293,Orthopodomyia reunionensis,124,0
3294,Orthopodomyia reunionensis,124,0
3295,Orthopodomyia reunionensis,124,0
3296,Orthopodomyia reunionensis,124,0
3297,Orthopodomyia reunionensis,124,0
3298,Orthopodomyia reunionensis,124,0
3299,Orthopodomyia reunionensis,124,0
3300,Tryciclea fasciata,125,2
3301,Tryciclea fasciata,125,2
3302,Tryciclea fasciata,125,2
3303,Tryciclea fasciata,125,2
3304,Tryciclea fasciata,125,2
3305,Tryciclea perpendicularis,126,2
3306,Tryciclea perpendicularis,126,2
3307,Tryciclea perpendicularis,126,2
3308,Tryciclea perpendicularis,126,2
3309,Tryciclea perpendicularis,126,2
3310,Tryciclea perpendicularis,126,2
3311,Tryciclea du curans,127,2
3312,Tryciclea du curans,127,2
3313,Tryciclea du curans,127,2
3314,Culiseta subochrea,128,2
3315,Culiseta subochrea,128,2
3316,Aedes aegypti,2,2
3317,Aedes aegypti,2,2
3318,Aedes aegypti,2,2
3319,Aedes aegypti,2,2
3320,Aedes aegypti,2,2
3321,Aedes aegypti,2,2
3322,Aedes aegypti,2,2
3323,Aedes aegypti,2,2
3324,Aedes aegypti,2,2
3325,Aedes aegypti,2,2
3326,Aedes aegypti,2,2
3327,Aedes aegypti,2,2
3328,Aedes aegypti,2,2
3329,Aedes circumluteolus,130,1
3330,Aedes circumluteolus,130,1
3331,Aedes circumluteolus,130,1
3332,Aedes circumluteolus,130,1
3333,Aedes circumluteolus,130,1
3334,Aedes macintochi,131,2
3335,Aedes macintochi,131,2
3336,Aedes macintochi,131,2
3337,Aedes macintochi,131,2
3338,Aedes macintochi,131,2
3339,Aedes polynesiensis,132,1
3340,Aedes polynesiensis,132,1
3341,Aedes polynesiensis,132,1
3342,Aedes polynesiensis,132,1
3343,Aedes polynesiensis,132,1
3344,Aedes polynesiensis,132,1
3345,Aedes polynesiensis,132,1
3346,Aedes polynesiensis,132,1
3347,Aedes polynesiensis,132,1
3348,Aedes polynesiensis,132,1
3349,Aedes polynesiensis,132,1
3350,Aedes polynesiensis,132,1
3351,Aedes polynesiensis,132,1
3352,Aedes polynesiensis,132,1
3353,Aedes polynesiensis,132,1
3354,Aedes polynesiensis,132,1
3355,Aedes polynesiensis,132,1
3356,Aedes polynesiensis,132,1
3357,Aedes polynesiensis,132,1
3358,Aedes polynesiensis,132,1
3359,Aedes polynesiensis,132,1
3360,Aedes polynesiensis,132,1
3361,Aedes polynesiensis,132,1
3362,Aedes polynesiensis,132,1
3363,Aedes polynesiensis,132,1
3364,Aedes polynesiensis,132,0
3365,Aedes polynesiensis,132,0
3366,Aedes simpsoni,82,2
3367,Aedes simpsoni,82,2
3368,Aedes simpsoni,82,2
3369,Aedes simpsoni,82,2
3370,Aedes simpsoni,82,2
3371,Anopheles barbarellus,133,1
3372,Anopheles barbarellus,133,1
3373,Anopheles barbarellus,133,1
3374,Anopheles barbarellus,133,1
3375,Anopheles barbarellus,133,1
3376,Anopheles barbarellus,133,1
3377,Anopheles barbarellus,133,0
3378,Anopheles barbarellus,133,0
3379,Anopheles barbarellus,133,0
3380,Anopheles barbarellus,133,0
3381,Anopheles brohieri,134,0
3382,Anopheles brohieri,134,0
3383,Anopheles brohieri,134,1
3384,Anopheles listeri,111,1
3385,Anopheles listeri,111,1
3386,Anopheles listeri,111,1
3387,Anopheles listeri,111,1
3388,Anopheles listeri,111,1
3389,Anopheles listeri,111,1
3390,Anopheles listeri,111,1
3391,Anopheles listeri,111,1
3392,Anopheles listeri,111,1
3393,Anopheles carnevalei,135,2
3394,Anopheles carnevalei,135,2
3395,Chrysops dimidiata,92,2
3396,Chrysops dimidiata,92,2
3397,Chrysops dimidiata,92,2
3399,Chrysops dimidiata,92,2
3400,Chrysops dimidiata,92,2
3401,Culex brumpti,43,1
3402,Culex brumpti,43,1
3403,Culex neavei,32,1
3404,Culex neavei,32,1
3405,Culex neavei,32,1
3406,Culex neavei,32,1
3407,Culex neavei,32,1
3408,Culex neavei,32,1
3409,Culex neavei,32,1
3410,Culex neavei,32,1
3411,Culex neavei,32,1
3412,Culex neavei,32,1
3413,Culex neavei,32,1
3414,Culex neavei,32,1
3415,Culex neavei,32,1
3416,Culex neavei,32,1
3417,Culex neavei,32,1
3418,Culex neavei,32,1
3419,Culex neavei,32,1
3420,Culex neavei,32,1
3421,Culex neavei,32,1
3422,Culex neavei,32,1
3423,Culex neavei,32,1
3424,Culex neavei,32,0
3425,Culex neavei,32,0
3426,Culex neavei,32,0
3427,Culex neavei,32,0
3428,Culex neavei,32,0
3429,Culex neavei,32,0
3430,Culex neavei,32,0
3431,Culex neavei,32,0
3432,Culex neavei,32,0
3433,Culex neavei,32,0
3434,Culex neavei,32,0
3435,Culex neavei,32,0
3436,Culex neavei,32,0
3437,Culex neavei,32,0
3438,Culex neavei,32,0
3439,Culex neavei,32,0
3440,Culex neavei,32,0
3441,Culex neavei,32,0
3442,Culex neavei,32,0
3443,Culex neavei,32,0
3444,Culex neavei,32,0
3445,Culex neavei,32,0
3446,Culex neavei,32,0
3447,Culex neavei,32,0
3448,Culex neavei,32,0
3449,Culex neavei,32,0
3450,Culex thalassius,136,1
3451,Culex thalassius,136,1
3452,Culex thalassius,136,1
3453,Culex thalassius,136,1
3454,Culex thalassius,136,1
3455,Culex thalassius,136,0
3456,Culex thalassius,136,0
3457,Culex thalassius,136,0
3458,Culex thalassius,136,0
3459,Culex thalassius,136,0
3460,Culex univittatus,33,1
3461,Culex univittatus,33,1
3462,Culex univittatus,33,0
3463,Culex univittatus,33,0
3464,Culex univittatus,33,0
3465,Culex univittatus,33,0
3466,Culex univittatus,33,0
3467,Culex univittatus,33,0
3468,Culex univittatus,33,0
3469,Culex univittatus,33,0
3470,Culex univittatus,33,0
3471,Culex univittatus,33,0
3472,Culex univittatus,33,0
3473,Culex univittatus,33,0
3474,Culex univittatus,33,0
3475,Culex univittatus,33,0
3476,Coquillettidia richardii,137,1
3477,Coquillettidia richardii,137,1
3478,Coquillettidia richardii,137,1
3479,Coquillettidia richardii,137,1
3480,Coquillettidia richardii,137,1
3481,Glossina swynnertoni,47,1
3482,Glossina swynnertoni,47,1
3483,Glossina pallidipides,58,0
3484,Glossina pallidipides,58,0
3485,Glossina pallidipides,58,0
3486,Glossina pallidipides,58,0
3487,Glossina pallidipides,58,0
3488,Glossina pallidipides,58,1
3489,Glossina pallidipides,58,1
3490,Glossina pallidipides,58,1
3491,Glossina pallidipides,58,1
3492,Glossina austeni,45,0
3493,Glossina austeni,45,0
3494,Glossina brevipalpis,49,0
3495,Glossina brevipalpis,49,0
3496,Glossina brevipalpis,49,0
3497,Glossina brevipalpis,49,0
3498,Glossina brevipalpis,49,1
3499,Glossina brevipalpis,49,1
3500,Glossina brevipalpis,49,1
3501,Glossina calliginea,50,0
3502,Glossina calliginea,50,0
3503,Glossina calliginea,50,0
3504,Glossina calliginea,50,0
3505,Glossina calliginea,50,0
3506,Glossina calliginea,50,0
3507,Glossina calliginea,50,0
3508,Glossina fusca fusca,51,2
3509,Glossina fusca fusca,51,2
3510,Glossina fusca fusca,51,2
3511,Glossina fusca fusca,51,2
3512,Glossina fusca fusca,51,2
3513,Glossina fusca fusca,51,2
3514,Glossina fusca fusca,51,2
3515,Glossina fusca fusca,51,2
3516,Glossina fusca fusca,51,2
3517,Glossina fusca fusca,51,2
3518,Glossina longipennis,138,1
3519,Glossina longipennis,138,1
3520,Glossina longipennis,138,0
3521,Glossina longipennis,138,0
3522,Glossina longipalpis,44,1
3523,Glossina longipalpis,44,1
3524,Glossina longipalpis,44,1
3525,Glossina longipalpis,44,0
3526,Glossina longipalpis,44,0
3527,Glossina longipalpis,44,2
3528,Glossina longipalpis,44,2
3529,Glossina longipalpis,44,2
3530,Glossina longipalpis,44,2
3531,Glossina longipalpis,44,2
3532,Glossina longipalpis,44,2
3533,Glossina longipalpis,44,2
3534,Glossina longipalpis,44,2
3535,Glossina medicorum,53,2
3536,Glossina medicorum,53,2
3537,Glossina medicorum,53,2
3538,Glossina medicorum,53,2
3539,Glossina medicorum,53,2
3540,Glossina medicorum,53,2
3541,Glossina morsitans centralis,54,1
3542,Glossina morsitans centralis,54,0
3543,Glossina morsitans centralis,54,0
3544,Glossina morsitans centralis,54,0
3545,Glossina morsitans centralis,54,0
3546,Glossina morsitans centralis,54,0
3547,Glossina morsitans centralis,54,0
3548,Glossina morsitans centralis,54,0
3549,Glossina morsitans centralis,54,2
3550,Glossina morsitans centralis,54,2
3551,Glossina morsitans centralis,54,2
3552,Glossina morsitans submorsitans,46,1
3553,Glossina morsitans submorsitans,46,1
3554,Glossina morsitans submorsitans,46,1
3555,Glossina morsitans submorsitans,46,0
3556,Glossina morsitans submorsitans,46,0
3557,Glossina morsitans submorsitans,46,1
3558,Glossina morsitans submorsitans,46,1
3559,Glossina morsitans submorsitans,46,1
3560,Glossina morsitans submorsitans,46,1
3561,Glossina morsitans submorsitans,46,1
3562,Glossina morsitans submorsitans,46,1
3563,Glossina morsitans submorsitans,46,1
3564,Glossina morsitans submorsitans,46,1
3565,Glossina morsitans submorsitans,46,0
3566,Glossina morsitans submorsitans,46,0
3567,Glossina morsitans submorsitans,46,0
3568,Glossina morsitans submorsitans,46,0
3569,Glossina morsitans submorsitans,46,0
3570,Glossina morsitans submorsitans,46,0
3571,Glossina morsitans submorsitans,46,0
3572,Glossina nigrofusca nigrofusca,56,0
3573,Glossina nigrofusca nigrofusca,56,0
3574,Glossina nigrofusca nigrofusca,56,0
3575,Glossina nigrofusca nigrofusca,56,0
3576,Glossina nigrofusca nigrofusca,56,0
3577,Glossina nigrofusca nigrofusca,56,0
3578,Glossina nigrofusca nigrofusca,56,0
3579,Glossina pallicera pallicera,57,1
3580,Glossina pallicera pallicera,57,1
3581,Glossina pallicera pallicera,57,1
3582,Glossina pallicera pallicera,57,1
3583,Glossina pallicera pallicera,57,0
3584,Glossina pallicera pallicera,57,0
3585,Glossina pallicera pallicera,57,0
3586,Glossina pallicera pallicera,57,0
3587,Glossina tabaniformis,59,1
3588,Glossina vanhoofi,139,1
3589,Glossina vanhoofi,139,1
3590,Glossina pallidipes,58,0
3591,Glossina pallidipes,58,0
3592,Glossina pallidipes,58,0
3593,Glossina pallidipes,58,1
3594,Glossina pallidipes,58,1
3595,Glossina pallidipes,58,1
3596,Glossina pallidipes,58,2
3597,Glossina pallidipes,58,2
3598,Glossina pallidipes,58,1
3599,Glossina pallidipes,58,1
3600,Glossina pallidipes,58,1
3601,Glossina pallidipes,58,1
3602,Glossina pallidipes,58,1
3603,Glossina pallicera pallicera,57,1
3604,Glossina pallicera pallicera,57,1
3605,Glossina pallicera pallicera,57,1
3606,Glossina pallicera pallicera,57,1
3607,Glossina pallicera pallicera,57,1
3608,Glossina pallicera pallicera,57,0
3609,Glossina nigrofusca nigrofusca,56,0
3610,Glossina nigrofusca nigrofusca,56,0
3611,Glossina nigrofusca nigrofusca,56,0
3612,Glossina nigrofusca nigrofusca,56,1
3613,Glossina morsitans submorsitans,46,2
3614,Glossina morsitans submorsitans,46,2
3615,Glossina morsitans submorsitans,46,2
3616,Glossina medicorum,53,2
3617,Glossina medicorum,53,2
3618,Glossina morsitans centralis,54,0
3619,Glossina morsitans centralis,54,0
3620,Glossina morsitans centralis,54,0
3621,Glossina morsitans centralis,54,0
3622,Glossina morsitans centralis,54,0
3623,Glossina morsitans centralis,54,0
3624,Glossina morsitans centralis,54,1
3625,Glossina morsitans centralis,54,0
3626,Glossina fusca fusca,51,0
3627,Glossina fusca fusca,51,0
3628,Glossina fusca fusca,51,0
3629,Glossina fusca fusca,51,0
3630,Glossina fusca fusca,51,1
3631,Glossina calliginea,50,2
3632,Glossina calliginea,50,0
3633,Glossina calliginea,50,0
3634,Glossina calliginea,50,0
3635,Glossina calliginea,50,0
3636,Glossina calliginea,50,1
3637,Glossina calliginea,50,1
3638,Glossina calliginea,50,1
3639,Glossina calliginea,50,1
3640,Glossina calliginea,50,1
3641,Glossina brevipalpis,49,1
3642,Glossina brevipalpis,49,1
3643,Glossina brevipalpis,49,1
3644,Glossina brevipalpis,49,1
3645,Anopheles darlingi,140,2
3646,Anopheles darlingi,140,2
3647,Anopheles darlingi,140,2
3648,Anopheles darlingi,140,2
3649,Anopheles darlingi,140,2
3650,Anopheles darlingi,140,2
3651,Anopheles darlingi,140,2
3652,Anopheles darlingi,140,2
3653,Anopheles darlingi,140,2
3654,Anopheles darlingi,140,2
3655,Anopheles darlingi,140,2
3656,Anopheles darlingi,140,2
3657,Anopheles darlingi,140,2
3658,Anopheles darlingi,140,2
3659,Anopheles darlingi,140,2
3660,Anopheles darlingi,140,2
3661,Anopheles darlingi,140,2
3662,Anopheles darlingi,140,2
3663,Anopheles darlingi,140,2
3664,Anopheles darlingi,140,2
3665,Anopheles darlingi,140,2
3666,Anopheles darlingi,140,2
3667,Anopheles darlingi,140,2
3668,Anopheles darlingi,140,2
3669,Anopheles darlingi,140,2
3670,Anopheles darlingi,140,2
3671,Anopheles darlingi,140,2
3672,Anopheles darlingi,140,2
3673,Anopheles darlingi,140,2
3674,Anopheles darlingi,140,2
3675,Anopheles darlingi,140,2
3676,Anopheles darlingi,140,2
3677,Anopheles darlingi,140,2
3678,Anopheles darlingi,140,2
3679,Glossina fuscipes fuscipes,10,1
3680,Glossina fuscipes fuscipes,10,1
3681,Glossina fuscipes fuscipes,10,1
3682,Glossina fuscipes fuscipes,10,1
3683,Glossina fuscipes fuscipes,10,1
3684,Glossina fuscipes fuscipes,10,1
3685,Glossina fuscipes fuscipes,10,1
3686,Glossina fuscipes fuscipes,10,1
3687,Glossina fuscipes fuscipes,10,1
3688,Glossina fuscipes fuscipes,10,1
3689,Glossina fuscipes fuscipes,10,1
3690,Glossina fuscipes fuscipes,10,1
3691,Glossina fuscipes fuscipes,10,1
3692,Glossina fuscipes fuscipes,10,1
3693,Glossina fuscipes fuscipes,10,1
3694,Glossina fuscipes fuscipes,10,1
3695,Glossina fuscipes fuscipes,10,1
3696,Glossina fuscipes fuscipes,10,1
3697,Glossina fuscipes fuscipes,10,1
3698,Glossina fuscipes fuscipes,10,1
3699,Glossina fuscipes fuscipes,10,1
3700,Glossina fuscipes fuscipes,10,1
3701,Glossina fuscipes fuscipes,10,1
3702,Glossina fuscipes fuscipes,10,1
3703,Glossina fuscipes fuscipes,10,1
3704,Glossina fuscipes fuscipes,10,1
3705,Glossina fuscipes fuscipes,10,1
3706,Glossina fuscipes fuscipes,10,1
3707,Glossina fuscipes fuscipes,10,1
3708,Glossina fuscipes fuscipes,10,1
3709,Glossina fuscipes fuscipes,10,1
3710,Glossina fuscipes fuscipes,10,1
3711,Glossina fuscipes fuscipes,10,1
3712,Glossina fuscipes fuscipes,10,1
3713,Glossina fuscipes fuscipes,10,1
3714,Glossina fuscipes fuscipes,10,1
3715,Glossina fuscipes fuscipes,10,1
3716,Glossina fuscipes fuscipes,10,1
3717,Glossina fuscipes fuscipes,10,1
3718,Glossina fuscipes fuscipes,10,1
3719,Glossina fuscipes fuscipes,10,1
3720,Glossina fuscipes fuscipes,10,1
3721,Glossina fuscipes fuscipes,10,1
3722,Glossina fuscipes fuscipes,10,1
3723,Glossina fuscipes fuscipes,10,1
3724,Glossina fuscipes fuscipes,10,1
3725,Glossina fuscipes fuscipes,10,1
3726,Glossina fuscipes fuscipes,10,1
3727,Glossina fuscipes fuscipes,10,1
3728,Glossina fuscipes fuscipes,10,1
3729,Glossina fuscipes fuscipes,10,1
3730,Glossina fuscipes fuscipes,10,1
3731,Glossina fuscipes fuscipes,10,1
3732,Glossina fuscipes fuscipes,10,1
3733,Glossina fuscipes fuscipes,10,1
3734,Glossina fuscipes fuscipes,10,1
3735,Glossina fuscipes fuscipes,10,1
3736,Glossina fuscipes fuscipes,10,1
3737,Glossina fuscipes fuscipes,10,1
3738,Glossina fuscipes fuscipes,10,1
3739,Glossina fuscipes fuscipes,10,1
3740,Glossina fuscipes fuscipes,10,1
3741,Glossina fuscipes fuscipes,10,1
3742,Glossina fuscipes fuscipes,10,1
3743,Glossina fuscipes fuscipes,10,1
3744,Glossina fuscipes fuscipes,10,1
3745,Glossina fuscipes fuscipes,10,1
3746,Glossina fuscipes fuscipes,10,1
3747,Glossina fuscipes fuscipes,10,1
3748,Glossina fuscipes fuscipes,10,1
3749,Glossina fuscipes fuscipes,10,1
3750,Glossina fuscipes fuscipes,10,1
3751,Glossina fuscipes fuscipes,10,1
3752,Glossina fuscipes fuscipes,10,1
3753,Glossina fuscipes fuscipes,10,1
3754,Glossina fuscipes fuscipes,10,1
3755,Glossina fuscipes fuscipes,10,1
3756,Glossina fuscipes fuscipes,10,1
3757,Glossina fuscipes fuscipes,10,1
3758,Glossina fuscipes fuscipes,10,1
3759,Glossina fuscipes fuscipes,10,1
3760,Glossina fuscipes fuscipes,10,1
3761,Glossina fuscipes fuscipes,10,1
3762,Glossina fuscipes fuscipes,10,1
3763,Glossina fuscipes fuscipes,10,1
3764,Glossina fuscipes fuscipes,10,1
3765,Glossina fuscipes fuscipes,10,1
3767,Glossina fuscipes fuscipes,10,1
3768,Glossina fuscipes fuscipes,10,1
3769,Glossina fuscipes fuscipes,10,1
3770,Glossina fuscipes fuscipes,10,1
3771,Glossina fuscipes fuscipes,10,1
3772,Glossina fuscipes fuscipes,10,1
3773,Glossina fuscipes fuscipes,10,1
3774,Glossina fuscipes fuscipes,10,1
3775,Glossina fuscipes fuscipes,10,1
3776,Glossina fuscipes fuscipes,10,1
3777,Glossina fuscipes fuscipes,10,1
3778,Glossina fuscipes fuscipes,10,1
3779,Glossina fuscipes fuscipes,10,1
3780,Glossina fuscipes fuscipes,10,1
3781,Glossina fuscipes fuscipes,10,1
3782,Glossina fuscipes fuscipes,10,1
3783,Glossina fuscipes fuscipes,10,1
3784,Glossina fuscipes fuscipes,10,1
3785,Glossina fuscipes fuscipes,10,1
3786,Glossina fuscipes fuscipes,10,1
3787,Glossina fuscipes fuscipes,10,1
3788,Glossina fuscipes fuscipes,10,1
3789,Glossina fuscipes fuscipes,10,1
3790,Glossina fuscipes fuscipes,10,1
3791,Glossina fuscipes fuscipes,10,1
3792,Glossina fuscipes fuscipes,10,1
3793,Glossina fuscipes fuscipes,10,1
3794,Glossina fuscipes fuscipes,10,1
3795,Glossina fuscipes fuscipes,10,1
3796,Glossina fuscipes fuscipes,10,1
3797,Glossina fuscipes fuscipes,10,1
3798,Glossina fuscipes fuscipes,10,1
3799,Glossina fuscipes fuscipes,10,1
3800,Glossina fuscipes fuscipes,10,1
3801,Glossina fuscipes fuscipes,10,1
3802,Glossina fuscipes fuscipes,10,1
3803,Glossina fuscipes fuscipes,10,1
3804,Glossina fuscipes fuscipes,10,1
3805,Glossina fuscipes fuscipes,10,1
3806,Glossina fuscipes fuscipes,10,1
3808,Glossina fuscipes fuscipes,10,1
3809,Glossina fuscipes fuscipes,10,1
3810,Glossina fuscipes fuscipes,10,1
3812,Glossina fuscipes fuscipes,10,1
3813,Glossina fuscipes fuscipes,10,1
3814,Glossina fuscipes fuscipes,10,1
3815,Glossina fuscipes fuscipes,10,1
3816,Glossina fuscipes fuscipes,10,1
3817,Glossina fuscipes fuscipes,10,1
3818,Glossina fuscipes fuscipes,10,1
3819,Glossina fuscipes fuscipes,10,1
3820,Glossina fuscipes fuscipes,10,1
3821,Glossina fuscipes fuscipes,10,1
3822,Glossina fuscipes fuscipes,10,1
3823,Glossina fuscipes fuscipes,10,1
3824,Glossina fuscipes fuscipes,10,1
3825,Glossina fuscipes fuscipes,10,1
3826,Glossina fuscipes fuscipes,10,1
3827,Glossina fuscipes fuscipes,10,1
3828,Glossina fuscipes fuscipes,10,1
3829,Glossina fuscipes fuscipes,10,1
3830,Glossina fuscipes fuscipes,10,1
3831,Glossina fuscipes fuscipes,10,1
3832,Glossina fuscipes fuscipes,10,1
3833,Glossina fuscipes fuscipes,10,1
3834,Glossina fuscipes fuscipes,10,1
3835,Glossina fuscipes fuscipes,10,1
3836,Glossina fuscipes fuscipes,10,1
3837,Glossina fuscipes fuscipes,10,1
3838,Glossina fuscipes fuscipes,10,1
3839,Glossina fuscipes fuscipes,10,1
3840,Glossina fuscipes fuscipes,10,1
3841,Glossina fuscipes fuscipes,10,1
3842,Glossina fuscipes fuscipes,10,1
3843,Glossina fuscipes fuscipes,10,1
3844,Glossina fuscipes fuscipes,10,1
3845,Glossina fuscipes fuscipes,10,1
3846,Glossina fuscipes fuscipes,10,1
3847,Glossina fuscipes fuscipes,10,1
3848,Glossina fuscipes fuscipes,10,0
3849,Glossina fuscipes fuscipes,10,0
3850,Glossina fuscipes fuscipes,10,0
3811,Glossina fuscipes fuscipes,10,0
3852,Glossina fuscipes fuscipes,10,0
3853,Glossina fuscipes fuscipes,10,0
3854,Glossina fuscipes fuscipes,10,0
3855,Glossina fuscipes fuscipes,10,0
3856,Glossina fuscipes fuscipes,10,0
3857,Glossina fuscipes fuscipes,10,0
3858,Glossina fuscipes fuscipes,10,0
3859,Glossina fuscipes fuscipes,10,0
3860,Glossina fuscipes fuscipes,10,0
3861,Glossina fuscipes fuscipes,10,0
3862,Glossina fuscipes fuscipes,10,0
3863,Glossina fuscipes fuscipes,10,0
3864,Glossina fuscipes fuscipes,10,0
3865,Glossina fuscipes fuscipes,10,0
3866,Glossina fuscipes fuscipes,10,0
3867,Glossina fuscipes fuscipes,10,0
3868,Glossina fuscipes fuscipes,10,0
3869,Glossina fuscipes fuscipes,10,0
3870,Glossina fuscipes fuscipes,10,0
3871,Glossina fuscipes fuscipes,10,0
3872,Glossina fuscipes fuscipes,10,0
3873,Glossina fuscipes fuscipes,10,0
3874,Glossina fuscipes fuscipes,10,0
3875,Glossina fuscipes fuscipes,10,0
3876,Glossina fuscipes fuscipes,10,0
3877,Glossina fuscipes fuscipes,10,0
3878,Glossina fuscipes fuscipes,10,0
3879,Glossina fuscipes fuscipes,10,0
3880,Glossina fuscipes fuscipes,10,0
3881,Glossina fuscipes fuscipes,10,0
3882,Glossina fuscipes fuscipes,10,0
3883,Glossina fuscipes fuscipes,10,0
3884,Glossina fuscipes fuscipes,10,0
3885,Glossina fuscipes fuscipes,10,0
3886,Glossina fuscipes fuscipes,10,0
3887,Glossina fuscipes fuscipes,10,0
3888,Glossina fuscipes fuscipes,10,0
3889,Glossina fuscipes fuscipes,10,0
3890,Glossina fuscipes fuscipes,10,0
3891,Glossina fuscipes fuscipes,10,0
3892,Glossina fuscipes fuscipes,10,0
3893,Glossina fuscipes fuscipes,10,0
3894,Glossina fuscipes fuscipes,10,0
3895,Glossina fuscipes fuscipes,10,0
3896,Glossina fuscipes fuscipes,10,0
3897,Glossina fuscipes fuscipes,10,0
3898,Glossina fuscipes fuscipes,10,0
3899,Glossina fuscipes fuscipes,10,0
3900,Glossina fuscipes fuscipes,10,0
3901,Glossina fuscipes fuscipes,10,0
3902,Glossina fuscipes fuscipes,10,0
3903,Glossina fuscipes fuscipes,10,0
3904,Glossina fuscipes fuscipes,10,0
3905,Glossina fuscipes fuscipes,10,0
3906,Glossina fuscipes fuscipes,10,0
3907,Glossina fuscipes fuscipes,10,0
3908,Glossina fuscipes fuscipes,10,0
3909,Glossina fuscipes fuscipes,10,0
3910,Glossina fuscipes fuscipes,10,0
3912,Glossina fuscipes fuscipes,10,0
3913,Glossina fuscipes fuscipes,10,0
3914,Glossina fuscipes fuscipes,10,0
3915,Glossina fuscipes fuscipes,10,0
3916,Glossina fuscipes fuscipes,10,0
3917,Glossina fuscipes fuscipes,10,0
3918,Glossina fuscipes fuscipes,10,0
3919,Glossina fuscipes fuscipes,10,0
3920,Glossina fuscipes fuscipes,10,0
3921,Glossina fuscipes fuscipes,10,0
3922,Glossina fuscipes fuscipes,10,0
3923,Glossina fuscipes fuscipes,10,0
3924,Glossina fuscipes fuscipes,10,0
3925,Glossina fuscipes fuscipes,10,0
3926,Glossina pallidipes,58,1
3927,Glossina pallidipes,58,1
3928,Glossina pallidipes,58,1
3929,Glossina pallidipes,58,1
3930,Glossina pallidipes,58,1
3931,Glossina pallidipes,58,1
3932,Glossina pallidipes,58,1
3933,Glossina pallidipes,58,1
3934,Glossina pallidipes,58,1
3935,Glossina pallidipes,58,1
3936,Glossina pallidipes,58,1
3937,Glossina pallidipes,58,1
3938,Glossina pallidipes,58,1
3939,Glossina pallidipes,58,1
3940,Glossina pallidipes,58,1
3941,Glossina pallidipes,58,1
3942,Glossina pallidipes,58,1
3943,Glossina pallidipes,58,1
3944,Glossina pallidipes,58,1
3945,Glossina pallidipes,58,1
3946,Glossina pallidipes,58,1
3947,Glossina pallidipes,58,1
3948,Glossina pallidipes,58,1
3949,Glossina pallidipes,58,1
3950,Glossina pallidipes,58,1
3951,Glossina pallidipes,58,1
3952,Glossina pallidipes,58,1
3953,Glossina pallidipes,58,1
3954,Glossina pallidipes,58,1
3955,Glossina pallidipes,58,1
3956,Glossina pallidipes,58,1
3957,Glossina pallidipes,58,1
3958,Glossina pallidipes,58,1
3959,Glossina pallidipes,58,1
3960,Glossina pallidipes,58,1
3961,Glossina pallidipes,58,1
3962,Glossina pallidipes,58,1
3963,Glossina pallidipes,58,1
3964,Glossina pallidipes,58,1
3965,Glossina pallidipes,58,1
3966,Glossina pallidipes,58,1
3967,Glossina pallidipes,58,1
3968,Glossina pallidipes,58,1
3969,Glossina pallidipes,58,1
3970,Glossina pallidipes,58,1
3971,Glossina pallidipes,58,1
3972,Glossina pallidipes,58,1
3973,Glossina pallidipes,58,1
3974,Glossina pallidipes,58,1
3975,Glossina pallidipes,58,1
3976,Glossina pallidipes,58,1
